,source,target,id,value,amount,count,logamount
0,fb0f2a9d-ee85-4598-8371-272721728c1a,71c0c046-bd8d-4af7-a553-6b6b4e257845,0,1.0,1750.0,1,7.467942332285852
1,fb0f2a9d-ee85-4598-8371-272721728c1a,72f6a5ce-6c3d-451b-9552-16ec4c596858,1,1.0,7500.0,1,8.922791623969637
2,0ee773ee-ecde-49d4-a51a-5e8311b5ccb3,1958b2b3-271a-4d35-a568-84813576ca00,2,1.0,2500.0,1,7.824445930877619
3,0ee773ee-ecde-49d4-a51a-5e8311b5ccb3,b42a436f-4f67-4eee-9a6a-ff0a753e65f8,3,1.0,1500.0,1,7.313886831633462
4,14cada18-af22-4d8f-ac2d-d533fa0f06c3,d88ca238-7e83-4f3b-832a-62cbb06b99ff,4,1.0,7000.0,1,8.853808274977197
5,64573e91-239c-4864-aa8a-e8752351fcba,b172226d-2fd4-4954-b92a-e37015a4afea,5,1.0,550.0,3,6.311734809152915
6,dbd85171-6f12-4d42-92b0-fffe7b3792db,8b404beb-e0f1-4a9e-ad14-51261ed76d45,6,1.0,0.0,1,0.0
7,c91361c9-dde3-4f7f-ac0a-234b42916f14,981f0e6a-89f6-416d-9ff3-c76b0aadba5f,7,1.0,3000.0,2,8.006700845440367
8,c91361c9-dde3-4f7f-ac0a-234b42916f14,f8eae707-5cf1-40d1-9748-d1397a97f7b9,8,1.0,1500.0,1,7.313886831633462
9,54a95652-92f0-40be-b1ae-62edb1a04621,5029e416-3cc3-40d7-9be9-a29bdbfdf621,9,1.0,1600.0,2,7.3783837129967145
10,54a95652-92f0-40be-b1ae-62edb1a04621,bebf1f8a-2add-4934-adc9-03dfdee6e39e,10,1.0,100.0,1,4.61512051684126
11,65fee464-cd24-470d-9f17-f0ea485123ac,2fa45c51-c325-4ff5-8592-3567187196cb,11,1.0,45000.0,2,10.714439990727769
12,c1cba78d-3cb8-483f-866b-62a8fca2ef7e,3a4da54e-1fee-4e80-91d1-503f29004792,12,1.0,2855.0,1,7.957177323459475
13,c1cba78d-3cb8-483f-866b-62a8fca2ef7e,a52a3c35-e591-4599-9b8f-e7cea7776086,13,1.0,17884.0,1,9.791717651693117
14,fa1c1d50-0ae3-462b-a67e-4c71dca90b0c,8863167e-646c-4279-83e3-251a0d7fbf70,14,1.0,20000.0,2,9.90353755128617
15,cf60e2ab-99d6-47b3-8aa4-79058558b681,866be2fe-3d7c-4892-b548-76c41cda9847,15,1.0,0.0,1,0.0
16,4af2623e-9e92-4d84-ad3f-1ee81bded0b2,2fa45c51-c325-4ff5-8592-3567187196cb,16,1.0,10000.0,1,9.210440366976517
17,8bcd93e0-35c8-463a-8327-a2496654fe5a,77358bdf-d752-48c3-b20e-36f3df672cbe,17,1.0,15000.0,3,9.61587214452889
18,8bcd93e0-35c8-463a-8327-a2496654fe5a,cde84e0e-a5f8-487b-8da9-0d1bee647a75,18,1.0,15000.0,1,9.61587214452889
19,c994429f-d88f-4d5b-9a4b-1b44f3db41bd,0ca35ccb-1e73-4ec7-a52c-8f533df465bf,19,1.0,400.0,2,5.993961427306569
20,f5ec934a-b528-4b7a-876d-f7a51c0a42f4,6c29f781-cc58-433f-b78b-25559f1dc987,20,1.0,5000.0,1,8.517393171418904
21,ecadbdac-9d90-42b7-b201-d8ebecb591cf,68bbd555-5b3b-4955-b0e9-408da35565c7,21,1.0,20000.0,2,9.90353755128617
22,ecadbdac-9d90-42b7-b201-d8ebecb591cf,87e4332c-c433-4033-aa1d-9fc752f25576,22,1.0,5000.0,1,8.517393171418904
23,4072b662-616f-44f8-9c50-f85478c467ed,2fa45c51-c325-4ff5-8592-3567187196cb,23,1.0,15000.0,1,9.61587214452889
24,ceca3294-a9b7-48fb-b246-2fbcae2b73b3,7be056e0-6c7e-4cc1-a753-fbf638148360,24,1.0,3000.0,1,8.006700845440367
25,acba6dc9-b70e-44ab-8c33-138426d6fe4c,b222ee72-db36-4004-a1f6-b4ef215ea30a,25,1.0,427.0,1,6.059123195581797
26,acba6dc9-b70e-44ab-8c33-138426d6fe4c,bfcf9526-9933-4613-9c85-c470d9d95deb,26,1.0,4184.0,3,8.339261982923576
27,360333e9-e83f-46c6-9d57-db77d160d8c3,bb0c8c89-11f5-4255-8daa-589b78a0bce3,27,1.0,3000.0,3,8.006700845440367
28,52fc38f3-604e-4d4a-a71e-d30882a2874e,e4b25bde-3e09-44c5-9ba4-27a2b6fbfffe,28,1.0,250.0,1,5.5254529391317835
29,498da60d-3941-4840-91ae-5ebd27c1cc6e,27f63a79-47f8-494e-bf85-086493050c96,29,1.0,800.0,2,6.68586094706836
30,e3613122-3973-49d1-9bbd-5510ebd00a42,91e3e475-fa4d-449f-baf9-9ec0e7d85e8d,30,1.0,175373.0,4,12.074676115321505
31,e3613122-3973-49d1-9bbd-5510ebd00a42,afe5c495-0a9d-4076-8984-378c3022d899,31,1.0,175244.0,1,12.073940273819359
32,867da6ac-6985-47a7-81f4-8925748a3c32,e9e897b8-2d3d-4c73-9e6c-511604423287,32,1.0,40000.0,1,10.596659732783579
33,779eebc7-3960-4686-a6a9-05ed1b8145ce,1baeb0a2-b378-464f-aad3-65e38d68163b,33,1.0,6000.0,1,8.699681400989514
34,779eebc7-3960-4686-a6a9-05ed1b8145ce,4792bcbb-24da-4fba-bd4b-4406410f29b6,34,1.0,79750.0,6,11.28666455975343
35,779eebc7-3960-4686-a6a9-05ed1b8145ce,71ea4464-bbe1-4510-87e8-458c886c3717,35,1.0,5000.0,1,8.517393171418904
36,779eebc7-3960-4686-a6a9-05ed1b8145ce,738bb218-e0f2-450c-87fb-570737a8413c,36,1.0,5000.0,1,8.517393171418904
37,779eebc7-3960-4686-a6a9-05ed1b8145ce,8863167e-646c-4279-83e3-251a0d7fbf70,37,1.0,14200.0,2,9.561067663645012
38,779eebc7-3960-4686-a6a9-05ed1b8145ce,e2be201f-4a03-4348-974c-8fb213f21cde,38,1.0,5000.0,1,8.517393171418904
39,1141f921-2daf-4810-accc-8b7e91ff456a,85265d8b-4155-42a6-b4e7-f9f8c1391a73,39,1.0,59890.0,2,11.000281522397454
40,ea831248-fc88-4609-8c14-06765f96c930,51897241-1034-490f-b4b6-40c2edccba2a,40,1.0,3328.0,1,8.110427237575024
41,80f721c7-62f5-4c7b-88e5-d0e761c14a19,1958b2b3-271a-4d35-a568-84813576ca00,41,1.0,7750.0,1,8.955577146281511
42,e1a3c810-5958-4780-bf75-e65ac409b35e,2791693a-be09-42dd-ace7-96bdd4e990da,42,1.0,100.0,1,4.61512051684126
43,8bbd40b6-4d30-46b0-b460-fcbf614af92a,9835aab0-5bc8-4e65-aa19-06e97011a817,43,1.0,15307.0,3,9.636130846545592
44,08fcbb64-4d65-4671-8ab7-ff499bda7a81,5f22c2eb-1b4a-4e16-85cf-36fa1113d6eb,44,1.0,365.0,1,5.902633333401366
45,4477fcb9-aef8-4195-ac65-1b1eecafff92,66f53539-5376-4f6b-b04a-73613453eb34,45,1.0,5000.0,1,8.517393171418904
46,4477fcb9-aef8-4195-ac65-1b1eecafff92,7be056e0-6c7e-4cc1-a753-fbf638148360,46,1.0,500.0,1,6.2166061010848646
47,4477fcb9-aef8-4195-ac65-1b1eecafff92,8863167e-646c-4279-83e3-251a0d7fbf70,47,1.0,10000.0,1,9.210440366976517
48,4477fcb9-aef8-4195-ac65-1b1eecafff92,e9e897b8-2d3d-4c73-9e6c-511604423287,48,1.0,7500.0,1,8.922791623969637
49,c543faa5-b604-4bf0-9c1c-eb1591ac6bde,2cbcacd0-5a3b-4253-a1e8-476d75e2781d,49,1.0,36000.0,6,10.491301994830229
50,c543faa5-b604-4bf0-9c1c-eb1591ac6bde,e9e897b8-2d3d-4c73-9e6c-511604423287,50,1.0,10000.0,1,9.210440366976517
51,c543faa5-b604-4bf0-9c1c-eb1591ac6bde,efcd831b-5ce9-484c-b54a-ac98815e34b4,51,1.0,22000.0,4,9.99884318585288
52,3effa3ba-debd-4f0b-a540-532b78f24f7c,fadc0256-2f6a-4183-8ce3-500be20d1e88,52,1.0,54000.0,1,10.896757843893464
53,3948fb9c-cfda-4d74-a332-5f7468ecf28f,8b404beb-e0f1-4a9e-ad14-51261ed76d45,53,1.0,50000.0,1,10.819798284210286
54,df8a1905-d54e-4a9d-a463-958984b83533,fadc0256-2f6a-4183-8ce3-500be20d1e88,54,1.0,51200.0,2,10.843514342086866
55,ba4241eb-a763-4010-b484-dd7d20084b8e,05281818-0163-4496-908c-1ca929e9cba7,55,1.0,85.0,2,4.454347296253507
56,1e4002b1-4789-472c-b80d-09210c83a53b,8863167e-646c-4279-83e3-251a0d7fbf70,56,1.0,1654264.0,4,14.318867359386468
57,b50d0dca-f4f4-49dc-beeb-5a78a460dfc6,382d8a8f-a5e4-45d8-91e9-674803923cc9,57,1.0,30000.0,1,10.308985993422082
58,b50d0dca-f4f4-49dc-beeb-5a78a460dfc6,6bc78de9-2fd6-4b34-a717-281ab9c4a383,58,1.0,6500.0,1,8.77971129020447
59,b50d0dca-f4f4-49dc-beeb-5a78a460dfc6,9379f7ad-430c-4d6e-89f4-36f4903ceb68,59,1.0,6500.0,1,8.77971129020447
60,b50d0dca-f4f4-49dc-beeb-5a78a460dfc6,de24f806-c9da-4f0a-bb25-39753aa3c406,60,1.0,6500.0,1,8.77971129020447
61,b50d0dca-f4f4-49dc-beeb-5a78a460dfc6,e15006a9-a612-40a2-bb2c-6541cae45784,61,1.0,6500.0,1,8.77971129020447
62,cb129da4-3134-479a-81ee-dad4d128f597,ceb9547f-82c0-4951-b570-5dbcb963d6b6,62,1.0,0.0,2,0.0
63,76338734-f2e9-415f-aa8a-0576d7e21146,f569bf3c-aaa7-40c6-a8d6-7c4059597a2d,63,1.0,3000.0,1,8.006700845440367
64,0ae5282c-ab91-41d4-94fe-cda8a15a4bf4,05281818-0163-4496-908c-1ca929e9cba7,64,1.0,85.0,3,4.454347296253507
65,0ae5282c-ab91-41d4-94fe-cda8a15a4bf4,237b96f6-bdb8-45e1-b612-0d626204f4e9,65,1.0,100.0,1,4.61512051684126
66,a9e1fe32-6319-4266-8269-c21f4141d9f1,0c0d5dc5-0ba9-4750-bb34-6b0f621f9868,66,1.0,8000.0,1,8.987321812850125
67,a9e1fe32-6319-4266-8269-c21f4141d9f1,1c4a134d-a2f4-422c-8764-c7d6098ffd4e,67,1.0,25000.0,1,10.12667110305036
68,a9e1fe32-6319-4266-8269-c21f4141d9f1,677c5fa7-8ea7-4fd3-a216-51090e98115c,68,1.0,8000.0,1,8.987321812850125
69,7104f905-2115-4254-940e-49c14868ab31,cfc1f79d-0b8f-4dfc-9ea4-91e005e76a50,69,1.0,10.0,1,2.3978952727983707
70,642643c8-4447-49e1-867e-412a2fbd4c46,7bddeb2e-bb38-4e2b-8f5b-6ff09ddfbc3d,70,1.0,92145.0,3,11.431129554668045
71,642643c8-4447-49e1-867e-412a2fbd4c46,e9e897b8-2d3d-4c73-9e6c-511604423287,71,1.0,15000.0,1,9.61587214452889
72,148becf6-aaf3-40e3-85fd-8ca3d6169fb8,0cab856d-4037-4343-9736-d313a4e24b9f,72,1.0,10850.0,4,9.292012520620208
73,9d743c7f-fb99-400c-a3fd-49fabde7c4d7,b24cbf44-95dd-4772-bce4-c22e555286a4,73,1.0,1000.0,2,6.90875477931522
74,756e4bb8-9dd4-4447-8a13-1464c4343dc5,bebf1f8a-2add-4934-adc9-03dfdee6e39e,74,1.0,12000.0,4,9.392745258631441
75,4eceb223-b94a-472d-9abb-0ea61634e227,529560b5-c569-4256-93d1-0fabd755d031,75,1.0,50.0,1,3.9318256327243257
76,4eceb223-b94a-472d-9abb-0ea61634e227,b04db571-6c48-4bdc-82a7-84c9d5b60f88,76,1.0,200.0,2,5.303304908059076
77,15d17cc8-454a-4ad8-b0b7-dfc2eb1620e4,1baeb0a2-b378-464f-aad3-65e38d68163b,77,1.0,10000.0,1,9.210440366976517
78,15d17cc8-454a-4ad8-b0b7-dfc2eb1620e4,8863167e-646c-4279-83e3-251a0d7fbf70,78,1.0,55000.0,3,10.915106645867503
79,fe014bdf-1f65-4e10-9b25-04f58f35651a,98b944ba-d6be-4a15-adf0-a281a3be3247,79,1.0,50000.0,1,10.819798284210286
80,c0babbba-b9c4-4b55-9afd-47631debff90,080f3fba-b9d1-4ce6-8b1c-7d0959169634,80,1.0,2600.0,2,7.8636512654486515
81,e52ef043-9290-4c89-8cca-59a8dc745312,15371d6f-3f7a-4f29-ab6b-13adc4626dd7,81,1.0,1000.0,1,6.90875477931522
82,e52ef043-9290-4c89-8cca-59a8dc745312,849b6ab8-41e5-4e8a-b4c6-ef53ee3a6d1e,82,1.0,1000.0,1,6.90875477931522
83,e52ef043-9290-4c89-8cca-59a8dc745312,ad55c1c9-6c02-4f8c-84f3-b11e065e8ed4,83,1.0,5000.0,2,8.517393171418904
84,e52ef043-9290-4c89-8cca-59a8dc745312,bebf1f8a-2add-4934-adc9-03dfdee6e39e,84,1.0,250.0,1,5.5254529391317835
85,d3869d41-0cfc-4e56-9ecf-aca90233cb65,9413e782-a216-4494-bb92-097bfde81f86,85,1.0,50200.0,2,10.823790225800138
86,551aadd2-120d-4ccc-8e9a-288231fe65f5,e9e897b8-2d3d-4c73-9e6c-511604423287,86,1.0,1695100.0,6,14.343252884042101
87,07c56eb8-af77-4183-a985-37b2c5323fd2,bebf1f8a-2add-4934-adc9-03dfdee6e39e,87,1.0,50.0,1,3.9318256327243257
88,b3547cb4-c1aa-4996-819a-9fe12d5f8ad8,e9e897b8-2d3d-4c73-9e6c-511604423287,88,1.0,2026.0,2,7.614312146452
89,08419a95-3b29-49fd-ad2c-84f07d0e9d60,8863167e-646c-4279-83e3-251a0d7fbf70,89,1.0,30000.0,2,10.308985993422082
90,31a952c7-5e1a-4772-beb5-b09fb6974b47,69629204-8ff9-46ee-b4f3-cfe29dc7bda7,90,1.0,1250.0,2,7.1316985104669115
91,31a952c7-5e1a-4772-beb5-b09fb6974b47,c4c2d8af-eeb4-4646-a82b-c4cbd62deca1,91,1.0,500.0,1,6.2166061010848646
92,64a9e38a-249d-4f11-970c-3c8e7b6e5d80,6bc78de9-2fd6-4b34-a717-281ab9c4a383,92,1.0,1500.0,1,7.313886831633462
93,64a9e38a-249d-4f11-970c-3c8e7b6e5d80,902ca03f-c8b3-414e-81bd-1c4faaf57b44,93,1.0,4100.0,3,8.31898612539206
94,64a9e38a-249d-4f11-970c-3c8e7b6e5d80,db703f2b-b326-4988-95bb-1104830d9322,94,1.0,3000.0,2,8.006700845440367
95,6060a191-c6c4-47e0-907d-2a34f86ea81b,91251055-0a8d-4093-9368-54b2add6ff11,95,1.0,1000.0,1,6.90875477931522
96,f5700405-ee60-4c7c-80c6-eb5ca1d459a9,fadc0256-2f6a-4183-8ce3-500be20d1e88,96,1.0,17250.0,2,9.755625391793744
97,8ac9f970-f767-4efe-b920-cd50b4cc6ea0,dc56a23b-e06f-4c34-9a51-04a6ed9d28be,97,1.0,400.0,4,5.993961427306569
98,b6b56d71-5a11-4062-b7bd-686892d91412,7be8979e-ab7d-4f24-8823-2e22d8b0b2d9,98,1.0,150.0,2,5.017279836814924
99,debdfde2-9e55-4e2b-908b-6f836a1be759,62ae1340-3d41-48fe-b4c0-ce7af850414a,99,1.0,45.0,1,3.828641396489095
100,debdfde2-9e55-4e2b-908b-6f836a1be759,902ca03f-c8b3-414e-81bd-1c4faaf57b44,100,1.0,240.0,2,5.484796933490655
101,debdfde2-9e55-4e2b-908b-6f836a1be759,b172226d-2fd4-4954-b92a-e37015a4afea,101,1.0,150.0,1,5.017279836814924
102,debdfde2-9e55-4e2b-908b-6f836a1be759,bd543665-8463-403f-b921-fd6c89a30d1f,102,1.0,225.0,1,5.420534999272286
103,debdfde2-9e55-4e2b-908b-6f836a1be759,bebf1f8a-2add-4934-adc9-03dfdee6e39e,103,1.0,45.0,1,3.828641396489095
104,4ebf905d-b14a-403e-9e7a-b713f43a3bec,866d730a-ce5a-4875-a89e-9e05d5a9e5bc,104,1.0,8031.0,1,8.99118884193151
105,e8d86d20-d57c-44a8-994e-8d999b0231bb,5dcefb69-cc08-412a-b857-30250f5bb1ff,105,1.0,1197.0,1,7.088408778675395
106,e8d86d20-d57c-44a8-994e-8d999b0231bb,cab5eb0c-ceae-4d2e-afe3-8e9bfb30645c,106,1.0,1000.0,1,6.90875477931522
107,2e97b835-f30a-44a2-a059-a26485023867,b172226d-2fd4-4954-b92a-e37015a4afea,107,1.0,50.0,2,3.9318256327243257
108,dd910e73-289f-4bed-a9a0-fdd276750d5b,585cb5cf-b951-4394-9eeb-96f046b6524e,108,1.0,50000.0,5,10.819798284210286
109,9da08974-7e97-4afe-b833-e20d52c5cc94,6e74123b-5ec3-4111-bb59-56caffa89139,109,1.0,50.0,1,3.9318256327243257
110,edab0385-2d06-4181-8502-496de12c47b9,cde84e0e-a5f8-487b-8da9-0d1bee647a75,110,1.0,20.0,1,3.044522437723423
111,f2967763-cb99-4795-9f08-9249beec8732,fadc0256-2f6a-4183-8ce3-500be20d1e88,111,1.0,2500.0,1,7.824445930877619
112,f30e8ab6-5b70-4bca-a375-c7ebab548366,1e9ba30f-555f-4796-83f1-114cf7f03768,112,1.0,300.0,2,5.707110264748875
113,d8573b16-b5f0-41d4-bd99-d6b8a9fdd5e8,763f23ae-7e40-4e76-aa8f-b62a317f2ebe,113,1.0,30000.0,3,10.308985993422082
114,d8573b16-b5f0-41d4-bd99-d6b8a9fdd5e8,e2ed6d13-ea95-4168-9328-16c5eba30aff,114,1.0,45000.0,3,10.714439990727769
115,7470b94d-f1be-4523-b17a-1e18b90ac72b,3d2a9beb-0caa-45aa-9498-c7fa1d592fea,115,1.0,5000.0,1,8.517393171418904
116,ebad2bb5-92e7-4c71-94bf-68f0960e770a,902ca03f-c8b3-414e-81bd-1c4faaf57b44,116,1.0,400.0,1,5.993961427306569
117,27334942-e943-4e8f-b50f-ef4a1c215981,cde84e0e-a5f8-487b-8da9-0d1bee647a75,117,1.0,1300.0,3,7.170888478512505
118,2bd2757e-c3b9-4ab8-9404-5221f9657d35,14f1412e-edfe-4f69-a66d-aac39e83ef03,118,1.0,15000.0,2,9.61587214452889
119,8714010d-ae54-4b69-a8cb-68765e14a079,ad55c1c9-6c02-4f8c-84f3-b11e065e8ed4,119,1.0,1000.0,2,6.90875477931522
120,2837e171-4b54-4019-ac04-e4f5f12dd567,436edf03-e000-4d7a-92db-6a77f643b10a,120,1.0,500.0,1,6.2166061010848646
121,2adb39be-f6f1-42f9-8133-39c8264f52f4,6eda5efe-e60e-4dce-97d7-11eac7182fe0,121,1.0,1500.0,1,7.313886831633462
122,21906887-7c58-42b4-ab5a-3007a877307c,8b404beb-e0f1-4a9e-ad14-51261ed76d45,122,1.0,50000.0,2,10.819798284210286
123,975a9ef4-8edf-4649-917c-0bfe28ed041b,26d64e3d-d2f5-4442-a168-f9870cc77575,123,1.0,5000.0,1,8.517393171418904
124,975a9ef4-8edf-4649-917c-0bfe28ed041b,4ae2d85d-284a-4c07-9733-0429d7662080,124,1.0,10000.0,1,9.210440366976517
125,975a9ef4-8edf-4649-917c-0bfe28ed041b,76028c73-9357-4305-b1b2-306c7ec0ef8a,125,1.0,3800.0,2,8.24301946898925
126,975a9ef4-8edf-4649-917c-0bfe28ed041b,79b7f920-2ba8-443b-87eb-fd13ce1f763f,126,1.0,10000.0,1,9.210440366976517
127,975a9ef4-8edf-4649-917c-0bfe28ed041b,e9b0dac8-d488-41fb-9bac-e77a3c411a12,127,1.0,25000.0,1,10.12667110305036
128,975a9ef4-8edf-4649-917c-0bfe28ed041b,eb44de91-567d-4046-9f7e-42fd4fd6c122,128,1.0,250.0,1,5.5254529391317835
129,ea2aeb85-e19d-4e37-b859-5cf121741a53,27f63a79-47f8-494e-bf85-086493050c96,129,1.0,1250.0,2,7.1316985104669115
130,ea2aeb85-e19d-4e37-b859-5cf121741a53,de950e19-537b-4742-9806-aa9d4c1adaa8,130,1.0,5500.0,3,8.612685172875459
131,5a0fffda-00d2-4a02-86d4-aa4f6f238e81,1d146076-fe4d-458c-a9cf-29831fb9fa12,131,1.0,1338.0,1,7.199678345691172
132,5a0fffda-00d2-4a02-86d4-aa4f6f238e81,2f42733f-d5d7-40a8-998d-b95a1b0e13cf,132,1.0,1000.0,1,6.90875477931522
133,5e08d51f-656e-4468-a7de-5f29dc9132f4,8b404beb-e0f1-4a9e-ad14-51261ed76d45,133,1.0,3000.0,1,8.006700845440367
134,3e6600bc-7d93-46f3-9f64-c455586a5fec,44e01d55-7304-4c3b-85b0-be2a25be0226,134,1.0,5000.0,3,8.517393171418904
135,3e6600bc-7d93-46f3-9f64-c455586a5fec,ec3354ef-10fd-4c88-9862-c02f5338bceb,135,1.0,2000.0,1,7.601402334583733
136,bfd3242e-d519-4996-af4b-c77ffb19e6eb,7be056e0-6c7e-4cc1-a753-fbf638148360,136,1.0,3000.0,3,8.006700845440367
137,bfd3242e-d519-4996-af4b-c77ffb19e6eb,8b404beb-e0f1-4a9e-ad14-51261ed76d45,137,1.0,400.0,4,5.993961427306569
138,bfd3242e-d519-4996-af4b-c77ffb19e6eb,ed0f21fb-f218-45a4-9ffd-d2082d76c297,138,1.0,950.0,4,6.85751406254539
139,3f7344bf-1047-4466-9ea4-32702f3c9109,2788416f-1de4-424d-9e49-fc4d4ff4c9d3,139,1.0,500.0,1,6.2166061010848646
140,ef0ce1e9-5e1c-4f3e-ae71-b532ac2f4575,e2be201f-4a03-4348-974c-8fb213f21cde,140,1.0,100.0,1,4.61512051684126
141,e5326942-9961-434d-90b2-da0e0cd1bda5,bcb08dd0-a6d4-4f88-b6d0-3fa068ea0326,141,1.0,176441.0,2,12.080747489452751
142,22e12647-683f-4123-9c8f-569146caedea,14f1412e-edfe-4f69-a66d-aac39e83ef03,142,1.0,5000.0,1,8.517393171418904
143,22e12647-683f-4123-9c8f-569146caedea,8b404beb-e0f1-4a9e-ad14-51261ed76d45,143,1.0,25000.0,1,10.12667110305036
144,e8a85025-1c79-401f-be20-a4eec65b3c74,2fa45c51-c325-4ff5-8592-3567187196cb,144,1.0,2500.0,1,7.824445930877619
145,7aa87d52-a43f-45be-9559-f0d5187017c1,afe5c495-0a9d-4076-8984-378c3022d899,145,1.0,0.0,5,0.0
146,8b27d7fa-5f1d-41e9-8dae-40ec1aeb9216,f4646015-2697-4876-9a26-110973339822,146,1.0,25.0,1,3.258096538021482
147,5976d9c8-6b2b-4292-85b6-b1819ea47802,f4646015-2697-4876-9a26-110973339822,147,1.0,55.0,1,4.02535169073515
148,fb325826-d62e-46e5-b2fc-cabf00bf1aca,62ae1340-3d41-48fe-b4c0-ce7af850414a,148,1.0,20.0,1,3.044522437723423
149,fcf32e78-929b-441d-bfd4-399fa1e291dc,defb3f3e-1854-4ffd-af1b-5b8c8cb017db,149,1.0,10000.0,1,9.210440366976517
150,3f5f452e-7416-4e09-a185-90314c63924a,fadc0256-2f6a-4183-8ce3-500be20d1e88,150,1.0,31500.0,3,10.357774570341576
151,04f40a15-e8dd-4594-835f-439510a64d7e,fadc0256-2f6a-4183-8ce3-500be20d1e88,151,1.0,2500.0,1,7.824445930877619
152,20cf1781-5c0f-4082-a552-fbdfe7e7c1d4,d5900b20-a438-409d-a745-60d1b8cb0722,152,1.0,0.0,1,0.0
153,d537e377-7c33-4a8e-866c-7f01532125f1,8b404beb-e0f1-4a9e-ad14-51261ed76d45,153,1.0,200.0,2,5.303304908059076
154,4b76e61d-71e9-4a59-befe-04a644fa0201,caabfcd5-b8a9-4586-88f0-4e59780156ad,154,1.0,300.0,3,5.707110264748875
155,661947b3-6f3c-47e4-822f-41a8dddf898c,34b4f4db-ff6c-4a5b-88cb-9287aba2c827,155,1.0,25000.0,2,10.12667110305036
156,f1f19411-fc87-4d11-ab99-b427f8f2f59f,8b404beb-e0f1-4a9e-ad14-51261ed76d45,156,1.0,3000.0,1,8.006700845440367
157,8a2dc435-c36c-41b9-aae0-8eacfe046a5a,2fa45c51-c325-4ff5-8592-3567187196cb,157,1.0,250.0,1,5.5254529391317835
158,2f65bc7c-d1bc-4de0-b876-fb301105e34b,e59a2bf9-509f-499c-9ab4-988babaed7e1,158,1.0,25000.0,1,10.12667110305036
159,b3e2bd9f-1f7d-48fe-80e4-98b25149811e,05281818-0163-4496-908c-1ca929e9cba7,159,1.0,80.0,1,4.394449154672439
160,8f9c0acd-aa8f-4b8a-81e2-d05f13613fc7,14f1412e-edfe-4f69-a66d-aac39e83ef03,160,1.0,1200.0,1,7.0909098220799835
161,8f9c0acd-aa8f-4b8a-81e2-d05f13613fc7,defb3f3e-1854-4ffd-af1b-5b8c8cb017db,161,1.0,1000.0,1,6.90875477931522
162,16c4c985-1e1f-4c3a-bdff-9079d46b0612,fadc0256-2f6a-4183-8ce3-500be20d1e88,162,1.0,5000.0,1,8.517393171418904
163,bc876359-e70f-451a-87c4-a062c74a141a,34b4f4db-ff6c-4a5b-88cb-9287aba2c827,163,1.0,5000.0,1,8.517393171418904
164,3549af25-4608-43af-ace2-c5460860a750,2788416f-1de4-424d-9e49-fc4d4ff4c9d3,164,1.0,25.0,1,3.258096538021482
165,374be34e-a69e-44c1-8cfc-148e45b96556,1263acb6-85b7-479d-b505-5d79922524d1,165,1.0,3500.0,1,8.160803920954665
166,4ba831a5-f044-4df1-baba-d626bc7b88d7,34b4f4db-ff6c-4a5b-88cb-9287aba2c827,166,1.0,10000.0,1,9.210440366976517
167,4ba831a5-f044-4df1-baba-d626bc7b88d7,8b404beb-e0f1-4a9e-ad14-51261ed76d45,167,1.0,10000.0,1,9.210440366976517
168,f7a57b5f-aefa-4000-9d5f-0bf6b5c2e746,cde84e0e-a5f8-487b-8da9-0d1bee647a75,168,1.0,25.0,1,3.258096538021482
169,7d957d05-8234-4dc3-bdd2-f3f5b32f455f,bebf1f8a-2add-4934-adc9-03dfdee6e39e,169,1.0,150.0,1,5.017279836814924
170,7bc08701-ace4-4129-bc95-d42a3f05b3a5,cde84e0e-a5f8-487b-8da9-0d1bee647a75,170,1.0,282.0,5,5.645446897643238
171,7bc08701-ace4-4129-bc95-d42a3f05b3a5,ceb9547f-82c0-4951-b570-5dbcb963d6b6,171,1.0,63.0,2,4.1588830833596715
172,b8d3d82d-3323-4dea-9795-21b102a25edf,8b404beb-e0f1-4a9e-ad14-51261ed76d45,172,1.0,500.0,1,6.2166061010848646
173,7fbd1c41-bf7d-4c9f-a166-815eb5d12a46,34b4f4db-ff6c-4a5b-88cb-9287aba2c827,173,1.0,30500.0,3,10.32551474894327
174,7fbd1c41-bf7d-4c9f-a166-815eb5d12a46,97432a5e-db39-441f-8b48-921974ed7625,174,1.0,200.0,1,5.303304908059076
175,6eda5efe-e60e-4dce-97d7-11eac7182fe0,5ed63540-aea9-49a3-a202-97f9ece90c98,175,1.0,28254025.0,6,17.156746518677007
176,f6fc0805-2f85-4c48-8abd-283675f2c92c,1c4a134d-a2f4-422c-8764-c7d6098ffd4e,176,1.0,5000.0,1,8.517393171418904
177,f6fc0805-2f85-4c48-8abd-283675f2c92c,2d7d6a2f-e8e0-4a25-a100-7e01af11022e,177,1.0,24800.0,2,10.118639253920785
178,f6fc0805-2f85-4c48-8abd-283675f2c92c,371ff9d3-4c47-4d2d-98a6-3e1c3394f108,178,1.0,5000.0,1,8.517393171418904
179,f6fc0805-2f85-4c48-8abd-283675f2c92c,489be2f2-6ef9-4b0d-9bf7-5cfca65bbabc,179,1.0,100000.0,3,11.51293546492023
180,f6fc0805-2f85-4c48-8abd-283675f2c92c,6ae3a724-3c5d-4a42-834b-9ea1ea9e6113,180,1.0,28300.0,2,10.250652418696085
181,f6fc0805-2f85-4c48-8abd-283675f2c92c,8b34be6b-bc0b-449a-a1d6-3c8ce1ba0b57,181,1.0,18500.0,4,9.825580063659602
