,name,category,state_abbrv,county_uid,city_uid,in_flow,out_flow,flow,pretty_category,lcc,color,x,y
2c461ed6-d24e-4418-bda8-a7ae7ccb85ff,CHAMPLAIN VALLEY OFFICE OF ECONOMIC OPPORTUNITY INC,Private-ish,VT,C-7-50,BURLINGTON-7-50,0.0,655875.0,655875.0,Private-ish,0,#668DE5,99.85015695730861,120.57204504721828
78570f67-9549-4b77-9355-2c6843eda8c0,MOUNT DORA COMMUNITY TRUST,Private-ish,FL,C-69-12,MOUNT DORA-69-12,0.0,11615.0,11615.0,Private-ish,0,#668DE5,131.4323220260338,149.88661196112915
66f7e38f-0095-4aff-aaff-49a25a1c38ef,CITIZENS POLICE ACADEMY ALUMNI ASSOC OF NORTHGLENN,Police Nonprofits,CO,C-1-8,NORTHGLENN-0-8,2500.0,0.0,2500.0,Havens,0,#F2BE57,105.72686568922357,85.59674590916951
aff8ee4f-5142-4476-8b0a-c7aa972a04fa,THE AFFINITY PLUS FEDERAL CREDIT UNION FOUNDATION,Private-ish,MN,C-123-27,ST PAUL-123-27,0.0,1000.0,1000.0,Private-ish,0,#668DE5,136.4605527689352,44.080153903237836
8d8ce65d-9322-4e72-83d8-b9ee57d277ea,KEW T DEBOLAH R WILSON FOUNDETION INC,Private-ish,NC,C-87-37,WAYNESVILLE-87-37,0.0,300.0,300.0,Private-ish,0,#668DE5,132.11862282639999,28.85396190791964
1015c747-ba24-464f-bd91-469943204b92,SHOP WITH SHERIFF,LEOs,MI,C-139-26,GRAND HAVEN-139-26,1125.0,0.0,1125.0,LEOs,0,#062160,25.77372325497528,129.13085841987981
3be954e8-6a40-4c02-94b7-7599319dc462,RECIPIENT NAME PIEDMONT POLICE DEPARTMENT,LEOs,WV,C-57-54,PIEDMONT-57-54,4000.0,0.0,4000.0,LEOs,0,#062160,36.63507166732382,49.3457113611507
d3dd45af-c1bd-4b94-928d-7b88f7ebcc5e,ALICE EATON FUND INC,Private-ish,MA,C-17-25,STOW-17-25,0.0,2279.0,2279.0,Private-ish,0,#668DE5,139.84705141404504,147.99429497941028
71f8f9df-305f-4ddf-a6e1-1e69d1035b99,BRADFORD POLICE,LEOs,PA,C-83-42,BRADFORD-83-42,500.0,0.0,500.0,LEOs,0,#062160,81.25514453228871,102.0210008004877
ae425d6c-ac85-4cab-bc2e-ceb28f61d2f3,ERNEST  LILLIAN E CAMPBELL FOUNDATION,Private-ish,CO,C-115-8,JULESBURG-115-8,0.0,4000.0,4000.0,Private-ish,0,#668DE5,182.25503769591006,101.55540209615754
1d3381bc-0f2c-48fe-adf7-f07f0ff63319,SMITHWORKS CHARITABLE FOUNDATION,Private-ish,NJ,C-35-34,BERNARDS-35-34,0.0,100.0,100.0,Private-ish,0,#668DE5,58.78461142393541,77.39693580245807
f2bef712-a870-4cf4-8ffc-a1875f248082,LINTILHAC FOUNDATION INC,Private-ish,VT,C-7-50,SHELBURNE-7-50,0.0,5500.0,5500.0,Private-ish,0,#668DE5,119.8757265084548,65.18374022268578
bc2059da-afec-4014-9f91-57b5ff59b1da,BATTLE CREEK COMMUNITY FOUNDATION,Private-ish,MI,C-25-26,BATTLE CREEK-25-26,0.0,116070.0,116070.0,Private-ish,0,#668DE5,26.291917677264763,45.11562709793221
72e3ab86-993c-4fb0-8627-bad81a8cb0f3,FREMONT BANK FOUNDATION,Private-ish,CA,C-1-6,FREMONT-1-6,0.0,5000.0,5000.0,Private-ish,0,#668DE5,130.07919758958695,37.77580112289085
51fede65-dd4f-427d-bc85-f01a74f2bf7c,COLUMBUS CITIZENS FOUNDATION INC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,15000.0,15000.0,Private-ish,0,#668DE5,89.55240399509114,175.8173682956258
3fd6eecb-87d0-4da3-b122-d21539686779,POLICE UNITY TOUR 2017 VALLEJO POLICE DEPT,LEOs,CA,C-95-6,VALLEJO-95-6,2000.0,0.0,2000.0,LEOs,0,#062160,22.24147564540064,96.22637108502067
199d03e7-fcd1-42c5-a6f3-dd866955b3b8,THE JESSICA FOUNDATION INC,Private-ish,NJ,C-23-34,METUCHEN-23-34,0.0,2500.0,2500.0,Private-ish,0,#668DE5,158.09736640270307,39.1316845323175
f5dcc6b4-80c3-40f4-b53f-6e5e9a3f93ac,NEW HAVEN POLICE DEPARTMENT,LEOs,IN,C-3-18,NEW HAVEN-3-18,7000.0,0.0,7000.0,LEOs,0,#062160,118.6129650942083,133.17119782292565
ef3fbb67-118d-4a31-9512-584453797352,PIT CHRIS FRITZ OFFICER STAFFORD TWP PD  PBA LOCAL 297,LEOs,NJ,C-29-34,STAFFORD-29-34,10000.0,0.0,10000.0,LEOs,0,#062160,95.30978279522219,94.75678768692711
583c8359-80c5-49d8-9ee1-8c0d35fb7e6d,RADNOR POLICE K9 FUND,LEOs,PA,C-45-42,RADNOR-45-42,13100.0,0.0,13100.0,LEOs,0,#062160,110.23575575408904,30.828258061915548
f5f37689-a119-4c91-bd31-5737127693cd,WHEELER COUNTY SHERIFFS OFFICE,LEOs,OR,C-69-41,FOSSIL-69-41,2000.0,0.0,2000.0,LEOs,0,#062160,173.43517828163104,66.50928086499533
5db13a31-d29c-485a-9ee0-e8791bb3063e,WEST POLICE DEPT,LEOs,TX,C-309-48,WEST-309-48,3000.0,0.0,3000.0,LEOs,0,#062160,62.48579024820544,61.025645400237714
72db1a27-ae56-4a73-856d-a62aca0a8d3f,SCHLEIFER FAMILY FOUNDATION,Private-ish,NY,C-1-36,ALBANY-1-36,0.0,1250.0,1250.0,Private-ish,0,#668DE5,172.13504709337047,56.420400856238395
db7193fc-130c-4c81-b3b1-f8b82520124b,UNITED WAY OF DOOR COUNTY INC,Private-ish,WI,C-29-55,STURGEON BAY-29-55,0.0,1000.0,1000.0,Private-ish,0,#668DE5,26.77599992927111,80.04183979734421
ceed4b14-39f8-45d4-83f7-84516bba4726,WESTMINSTER POLICE DEPARTMENT,LEOs,MA,C-27-25,WESTMINSTER-27-25,500.0,0.0,500.0,LEOs,0,#062160,59.88129181803733,115.52282698261169
bed07bef-5746-4753-934c-5399d2bb554d,THE COMMUNITY FOUNDATION OF HOWARD COUNTY INC,Private-ish,MD,C-27-24,,0.0,24000.0,24000.0,Private-ish,0,#668DE5,127.5428183082706,166.05621318647394
e66c095e-a73e-4455-b46a-d92318e33fd0,ST MARY PARISH SHERIFF,LEOs,LA,C-101-22,,6100.0,0.0,6100.0,LEOs,0,#062160,172.2033115069709,141.07424285902846
fe876055-a21f-4df9-ad6d-de3c1f6e4f14,COMMUNITY FOUNDATION OF ACADIANA,Private-ish,LA,C-55-22,LAFAYETTE-55-22,0.0,75000.0,75000.0,Private-ish,0,#668DE5,95.06978873337796,164.2828023611756
414715d9-9abd-4f87-bc25-64d98a553079,EDWARD AND LINDA REITER FOUNDATION,Private-ish,OH,C-49-39,COLUMBUS-49-39,0.0,10000.0,10000.0,Private-ish,0,#668DE5,157.74832025737706,52.8626005073933
1b0ab593-03f7-4685-95dd-f7d29a2700d2,HUTCHINSON COMMUNITY FOUNDATION,Private-ish,KS,C-155-20,HUTCHINSON-155-20,0.0,14783.0,14783.0,Private-ish,0,#668DE5,102.21137328309275,140.66850466052244
8f684b7c-3dbc-4768-8676-6e908415b228,WOODMERE POLICE DEPARTMENT,LEOs,OH,C-35-39,BEACHWOOD-35-39,500.0,0.0,500.0,LEOs,0,#062160,142.48474033471183,80.80439819693518
46fadd87-6945-400b-b1a9-d4a55f1b40ae,TOWN OF STOW POLICE,LEOs,MA,C-17-25,STOW-17-25,2279.0,0.0,2279.0,LEOs,0,#062160,142.7011981678575,146.74948604374055
e9eec380-3903-4d83-8178-4bc7cccff2bc,FONTANA FIRERESCUEPOLICE,LEOs,WI,C-127-55,FONTANA-ON-GENEVA LAKE-127-55,3000.0,0.0,3000.0,LEOs,0,#062160,49.81955738883008,73.84591813108167
61e497e6-9f87-438e-9e4f-385acb23fefb,CHRISTIAN COMMUNITY FOUNDATION INC,Private-ish,CO,C-41-8,COLORADO SPRINGS-41-8,0.0,30000.0,30000.0,Private-ish,0,#668DE5,111.84164519440793,71.52183794916048
7061679e-720a-4516-b891-822680e89874,MAHONING TOWNSHIP POLICE DEPARTMENT,LEOs,PA,C-73-42,MAHONING-73-42,20000.0,0.0,20000.0,LEOs,0,#062160,84.69038367484032,124.73454936050167
b907a7d1-9d05-4f84-a55b-f2129176a7f5,RICE COUNTY SHERIFF DEPARTMENT,LEOs,MN,C-131-27,FARIBAULT-131-27,4200.0,0.0,4200.0,LEOs,0,#062160,93.34654775027188,136.32661212023103
c4f6a76c-3955-4602-ae4b-12a0ae24d440,MONROE COUNTY SHERIFFS DEPARTMENT,LEOs,IN,C-105-18,BLOOMINGTON-105-18,0.0,0.0,0.0,LEOs,0,#062160,96.33920544373467,109.07123072983502
b000721c-a06e-4155-9b45-4a2a37dc6a79,MANCHESTER POLICE,LEOs,TN,C-31-47,MANCHESTER-31-47,12000.0,0.0,12000.0,LEOs,0,#062160,99.69285512077899,76.47680314716234
68b9b65b-d103-4779-91b4-3fdd28a1a161,FRIENDS OF THE SIOUX CITY POLICE DEPT,Police Nonprofits,IA,C-193-19,SIOUX CITY-0-19,16000.0,20433.0,36433.0,Boosters,0,#901400,12.623663609185996,113.75401426895559
cd56c21e-92f1-48d8-bd3b-3d4ff532111d,THE HENRY VINCENT COUPER CHARITABLE FOUNDATION,Private-ish,MA,C-17-25,LITTLETON-17-25,0.0,6000.0,6000.0,Private-ish,0,#668DE5,42.35741912195191,109.66193572828557
dca711c5-b634-4541-863b-38b736ed0628,SEMANO ELECTRIC FOUNDATION INC,Private-ish,MO,C-229-29,MANSFIELD-229-29,0.0,750.0,750.0,Private-ish,0,#668DE5,163.84401314338746,62.45968553375889
6965b2aa-3c2a-46c0-98da-37256d21cb6d,LE SUEUR COUNTY SHERIFFS OFFICE,LEOs,MN,C-79-27,LE CENTER-79-27,7500.0,0.0,7500.0,LEOs,0,#062160,111.7332822001418,187.1326587896383
855f929e-2100-4fe2-a6c9-424697f853f5,THE PARK FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,4000.0,4000.0,Private-ish,0,#668DE5,143.9315905888045,166.4120110661209
99283b1c-4a1a-4b4c-9269-276857cd4917,CENTRAL SUSQUEHANNA COMMUNITY FOUNDATION,Private-ish,PA,C-37-42,BERWICK-37-42,0.0,43500.0,43500.0,Private-ish,0,#668DE5,157.4478058957735,68.62673203953636
6c5cf469-c8e2-4803-a11b-91cbd2e31492,HANCOCK COUNTY SHERIFFS OFFICE,LEOs,OH,C-63-39,FINDLAY-63-39,5500.0,0.0,5500.0,LEOs,0,#062160,111.29555559913497,95.00730030066006
22f5e356-9daf-4b96-add3-920450a51599,SCOTT COUNTY COMMUNITY FOUNDATION INC,Private-ish,IN,C-143-18,SCOTTSBURG-143-18,0.0,6917.0,6917.0,Private-ish,0,#668DE5,188.5763067000351,108.31014994328493
203a5de4-e63e-4eb6-8eae-26591cc28cfa,MERCY MEDICAL CENTER,Other Foundations,IA,C-113-19,CEDAR RAPIDS-113-19,0.0,17945.0,17945.0,Other Foundations,0,#D4D4D4,44.79823256547306,27.905983084516052
ca94d01c-3594-4836-81c7-a4487247c1bf,CITY OF ROCKY FORD PUBLIC SAFETY,LEOs,CO,C-89-8,ROCKY FORD-89-8,135000.0,0.0,135000.0,LEOs,0,#062160,150.30933919508317,45.59959373312956
32aca965-abb8-4837-bd63-e46baa288ad4,DOVER FAMILY FOUNDATION INC,Private-ish,GA,C-35-13,JACKSON-35-13,0.0,84096.0,84096.0,Private-ish,0,#668DE5,160.6549276219642,134.25242031890375
2b1d2345-df13-4d43-bf12-be114ba8977f,CLARENCE E CUSTER  INEZ R CUSTER FOUNDATION INC,Private-ish,IN,C-5-18,COLUMBUS-5-18,0.0,10500.0,10500.0,Private-ish,0,#668DE5,97.03725999894624,66.35065426862603
e7f4a6df-9541-4065-ac07-e937b0693d5d,COLAD CHARITABLE TRUST 491408500,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,8000.0,8000.0,Private-ish,0,#668DE5,102.40954796139833,134.32867248984627
c16e0048-0c5f-455e-b4c4-ce750cc067ab,COATESVILLE POLICE DEPARTMENT,LEOs,PA,C-29-42,COATESVILLE-29-42,12000.0,0.0,12000.0,LEOs,0,#062160,104.8346584525629,188.49393565343763
6e551feb-708d-4c59-a59c-b3276efa3bc7,LEWISTON AUBURN CHILDRENS HOME,Private-ish,ME,C-1-23,LEWISTON-1-23,0.0,2300.0,2300.0,Private-ish,0,#668DE5,54.697131890298365,36.366683618357136
b813b858-374e-4c2b-83f1-5314b9e72c88,ASHLAND CITY POLICE DEPARTMENT,LEOs,TN,C-21-47,ASHLAND CITY-21-47,3000.0,0.0,3000.0,LEOs,0,#062160,69.94735580463784,47.62530281582096
b65adf86-a067-4fdb-b771-d3298fd2d228,ROBERT M  LORI B CAMPANA FOUNDATION TRUST,Private-ish,OH,C-35-39,BAY VILLAGE-35-39,0.0,600.0,600.0,Private-ish,0,#668DE5,148.33861249640665,170.53795196144918
c9121a82-876a-4c15-856c-4ae48fd11a90,STAYTON POLICE K9 FUNDRAISER,LEOs,OR,C-47-41,STAYTON-47-41,100.0,0.0,100.0,LEOs,0,#062160,121.22810959377071,41.668159080853975
742b068e-84d5-46d4-8b96-a9ebc64baa3a,BROOKLINE POLICE DEPARTMENT,LEOs,MA,C-21-25,BROOKLINE-21-25,500.0,0.0,500.0,LEOs,0,#062160,139.25571869538194,144.71033501848763
216985d9-1c82-4b1d-812e-e7c1ad17e627,THE MANAFORT FAMILY FOUNDATION INC,Private-ish,CT,C-3-9,PLAINVILLE-3-9,0.0,3000.0,3000.0,Private-ish,0,#668DE5,123.51975116783046,188.4675187340612
03548742-866e-4dcc-b663-a33ea4ea9a09,JUILFS FOUNDATION,Private-ish,OH,C-61-39,CINCINNATI-61-39,0.0,10010.0,10010.0,Private-ish,0,#668DE5,153.3531315828046,59.82079705832927
b384f5d4-373c-4481-a61a-d3206418dade,COLUMBUS POLICE DEPARTMENT  SHOP WITH A COP,LEOs,IN,C-5-18,COLUMBUS-5-18,15500.0,0.0,15500.0,LEOs,0,#062160,100.05826378720877,66.46884997001789
d35febd9-d8ce-49e9-80ed-535c8a2c9862,BRUNSWICK COUNTY SHERIFFS OFFICE,LEOs,VA,C-25-51,LAWRENCEVILLE-25-51,111450.0,0.0,111450.0,LEOs,0,#062160,140.60337316267328,57.14609731334343
2ed82516-e226-4619-9da2-1d806481b909,K 9 UNIT DAUPHIN,LEOs,PA,C-43-42,HARRISBURG-43-42,2000.0,0.0,2000.0,LEOs,0,#062160,139.81919564621177,19.62487424132972
932225df-cc17-4c82-bd8d-7d46252e5dcd,SAMARITAN HOSPITAL FOUNDATION,Private-ish,OH,C-5-39,ASHLAND-5-39,0.0,7014.0,7014.0,Private-ish,0,#668DE5,77.04737576852253,39.46147241988146
e8ba2fd2-7345-4cea-95ba-a4c943c338ed,KINNEY DRUGS FOUNDATION INC,Private-ish,NY,C-89-36,GOUVERNEUR-89-36,0.0,695.0,695.0,Private-ish,0,#668DE5,109.29140965972341,20.013151256384262
38527ab4-9925-4b1c-b396-70649eff5831,OTTUMWA POLICE DEPT,LEOs,IA,C-179-19,OTTUMWA-179-19,15929.0,0.0,15929.0,LEOs,0,#062160,53.891941076577254,17.09710026529241
911d703c-9946-474c-9dab-7195b0a1d46a,YOUNG MENS REPUBLICAN CLUB INC,Private-ish,PA,C-81-42,WILLIAMSPORT-81-42,0.0,15500.0,15500.0,Private-ish,0,#668DE5,55.0285024881639,129.94293686915796
e2e788a5-c105-4867-9e4b-4bc8dddfbd20,POLICE UNITY TOUR CHAPTER X FAIR HAVEN POLICE DEPT,LEOs,NJ,C-25-34,FAIR HAVEN-25-34,200.0,0.0,200.0,LEOs,0,#062160,72.12928909928233,75.67496125414257
09520194-99f0-465d-93a0-5684ffd39825,NORTHERN INDIANA COMMUNITY FOUNDATION INC,Private-ish,IN,C-49-18,ROCHESTER-49-18,0.0,11000.0,11000.0,Private-ish,0,#668DE5,197.91149865408448,80.08605311486875
4bb375f3-1759-4b5d-afbf-d50fc61d2590,THE MARY A HARRISON FOUNDATION 012673002,Private-ish,IL,C-31-17,CHICAGO-31-17,0.0,18500.0,18500.0,Private-ish,0,#668DE5,159.79852514036475,103.53778002632903
bb9520f5-d28c-4e39-9faf-a4a9d4c98297,CITY OF HORSESHOE BAY POLICE DEPT,LEOs,TX,C-299-48,HORSESHOE BAY-0-48,2600.0,0.0,2600.0,LEOs,0,#062160,193.68578051045813,126.00096046515392
cbd92da6-dcf7-4d15-9828-c63e9dfa1b72,FREDERICK CITY POLICE DEPARTMENT,LEOs,MD,C-21-24,FREDERICK-21-24,17584.0,0.0,17584.0,LEOs,0,#062160,153.81624395000497,133.85946197224
9e2f27c5-4860-44cf-a87c-10a6d8621c57,METUCHEN POLICE DEPT,LEOs,NJ,C-23-34,METUCHEN-23-34,2500.0,0.0,2500.0,LEOs,0,#062160,155.9826923563868,37.05125707053892
134a829d-5597-4ad8-b964-80866243d4be,CITY OF ALTOONA POLICE DEPARTMENT,LEOs,IA,C-153-19,ALTOONA-153-19,75000.0,0.0,75000.0,LEOs,0,#062160,175.94775752010764,117.3077193282034
457159bb-aded-469f-a061-cd53f889daa6,GREATER NORTHWEST KANSAS COMMUNITY FOUNDATION,Private-ish,KS,C-23-20,BIRD CITY-23-20,0.0,0.0,0.0,Private-ish,0,#668DE5,28.55859876020544,99.5922456268512
2abe7f40-a6b7-44d7-9cef-2ebc3d959c00,THE NEIL FAMILY FOUNDATION INC,Private-ish,NY,C-29-36,BUFFALO-29-36,0.0,25.0,25.0,Private-ish,0,#668DE5,138.437328826052,105.40419508518052
f3a30a59-e714-4a16-b0d3-40f9af4b6801,RANDOLPH COUNTY SHERIFFS RESERVE U,LEOs,AL,C-111-1,WEDOWEE-111-1,1500.0,0.0,1500.0,LEOs,0,#062160,140.72152516431674,28.019634208553043
a67806f8-b206-4bcf-b082-e64d5a712071,FLOWERS FAMILY FOUNDATION,Private-ish,SC,C-63-45,LEXINGTON-63-45,0.0,500.0,500.0,Private-ish,0,#668DE5,131.92514019947538,169.88810575119766
5843cf9d-2c15-4da6-9e67-cce495c04e99,DEPUTY BRANDON J NIELSEN MEMORIAL FOUND DEPUTY BRANDON J NIELSEN MEMORIAL FOUND,Police Nonprofits,TX,C-439-48,FT WORTH-0-48,0.0,169.0,169.0,Boosters,0,#901400,106.0614104053323,181.78493370541497
b3802f8e-d41a-40e1-aaca-c5a5b9656f7c,ROTARY CHARITIES OF TRAVERSE CITY,Private-ish,MI,C-89-26,TRAVERSE CITY-89-26,0.0,5000.0,5000.0,Private-ish,0,#668DE5,180.22163510218127,151.19938609347489
057e4c0f-3775-4cb7-b85b-16dd4d9efb46,EMPLOYEES COMMUNITY FUND OF BOEING CALIFORNIA INC,Private-ish,CA,C-37-6,LONG BEACH-37-6,0.0,8000.0,8000.0,Private-ish,0,#668DE5,150.69892422353715,55.9347965054585
d528641d-8354-4ca9-b676-72ebf6b90983,PLACERVILLE POLICE DEPARTMENT,LEOs,CA,C-17-6,PLACERVILLE-17-6,12700.0,0.0,12700.0,LEOs,0,#062160,29.464626685416505,114.78592301404242
669f471e-ed7e-4771-8888-b822aa000ab1,LIVERMORE POLICE DEPARTMENT,LEOs,CA,C-1-6,LIVERMORE-1-6,6500.0,0.0,6500.0,LEOs,0,#062160,30.49551717577411,142.3787116720248
ab525a92-77ed-46af-9c05-587061d2ff31,ROGERS MEMORIAL HOSPITAL INCORPORATED,Private-ish,WI,C-133-55,OCONOMOWOC-133-55,0.0,7200.0,7200.0,Private-ish,0,#668DE5,85.56075494824537,43.82569259379734
f0a0626f-49b2-4731-ac71-c61b724367ca,MICHIGAN STATE POLICE  TRICITYPOST,LEOs,MI,C-145-26,TITTABAWASSEE-145-26,12000.0,0.0,12000.0,LEOs,0,#062160,146.19051753964558,19.05479912246797
bd153d06-6f7b-46bf-b984-9190fd976f53,THE COMMUNITY FOUNDATION FOR CRAWFORD COUNTY,Private-ish,OH,C-33-39,BUCYRUS-33-39,0.0,8800.0,8800.0,Private-ish,0,#668DE5,185.52682060205106,60.806796899911134
919d671e-441b-4992-867a-28034431a804,CITY OF ASBURY PARKNATIONAL NIGHT OUT AP POLICE,LEOs,NJ,C-25-34,ASBURY PARK-25-34,750.0,0.0,750.0,LEOs,0,#062160,77.67904032630402,78.0978864104654
3a03a33e-c6ab-4e8e-86b6-81f9849a793f,NEWTOWN TOWNSHIP POLICE DEPT,LEOs,PA,C-45-42,NEWTOWN-45-42,0.0,0.0,0.0,LEOs,0,#062160,184.75144746512467,87.99466004655999
18ae3a5e-73b1-4fcd-8677-62f8267dbe70,WYMAN FAMILY FOUNDATION,Private-ish,FL,C-86-12,MIAMI BEACH-86-12,0.0,3000.0,3000.0,Private-ish,0,#668DE5,80.93747724237782,5.795573586659586
7a13604c-3b32-42fb-8e89-a5e91ad09429,ROCK COUNTY SHERIFF DEPT,LEOs,WI,C-105-55,JANESVILLE-105-55,59142.0,0.0,59142.0,LEOs,0,#062160,63.615310493757626,139.88180246409988
132fc978-94b5-49f0-a487-814c26377372,THE COMMUNITY FOUNDATION OF THE DAN RIVER REGION,Private-ish,VA,C-590-51,DANVILLE-590-51,0.0,12800.0,12800.0,Private-ish,0,#668DE5,5.393930573318144,100.34409181553889
4c9b18d1-7881-4d22-a269-e4cf477c0fa1,RETIRED POLICE AND FIREMEN ASSOCIATION,Police Nonprofits,PA,C-101-42,PHILADELPHIA-101-42,75.0,0.0,75.0,Havens,0,#F2BE57,187.48709992679406,90.27860185418923
a2084cf9-9bbe-4049-8664-61064af55db6,MARY RUTAN FOUNDATION,Private-ish,OH,C-91-39,BELLEFONTAINE-91-39,0.0,25000.0,25000.0,Private-ish,0,#668DE5,109.83553968362855,103.39394923963926
117b4329-e303-420b-b69b-6546aef5207e,METRO DETROIT POLICE  FIRE,LEOs,MI,C-125-26,ROYAL OAK-125-26,4500.0,0.0,4500.0,LEOs,0,#062160,162.6006103440339,172.4541292250821
85b14c5a-b209-45c6-8107-56dabf39c55f,GLOVERSVILLE POLICE DEPARTMENT,LEOs,NY,C-35-36,GLOVERSVILLE-35-36,5320.0,0.0,5320.0,LEOs,0,#062160,135.58175113097997,97.99106049113473
86adecef-1a13-4a5e-8018-d35e33cb73b7,COMMUNITY FOUNDATION OF NORTH CENTRAL FLORIDA INC,Private-ish,FL,C-1-12,GAINESVILLE-1-12,0.0,20555.0,20555.0,Private-ish,0,#668DE5,99.7321098969232,151.4343565862012
77012bfe-f73c-454c-a50e-d83024929f57,JACKSON COMMUNITY FOUNDATION,Private-ish,MI,C-75-26,JACKSON-75-26,0.0,20000.0,20000.0,Private-ish,0,#668DE5,54.246415448314934,170.7537518425447
7f29482c-61e4-4b43-9787-66369b8287a5,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,Other Foundations,CT,C-3-9,MANCHESTER-3-9,0.0,5000.0,5000.0,Other Foundations,0,#D4D4D4,194.31633304154317,81.6608450630751
96ac4a36-e60c-462e-9e87-c46655d607c3,NEW MARLBOROUGH POLICE DEPARTMENT,LEOs,MA,C-3-25,NEW MARLBOROUGH-3-25,1987.0,0.0,1987.0,LEOs,0,#062160,19.305028897791956,136.33493411692854
c791b42e-b7b4-4219-8e12-9de7b2ec42ab,NATIONAL 999 POLICE FOUNDATION,Police Nonprofits,CA,C-59-6,NEWPORT BEACH-59-6,2500.0,0.0,2500.0,Havens,0,#F2BE57,91.07566601153098,10.409433648682793
9592645b-359a-46ae-af0e-e9f38ae786e9,POLICE K9 SUPPORT FOR FORT WORTH TX,Police Nonprofits,TX,C-439-48,FT WORTH-0-48,200.0,0.0,200.0,Havens,0,#F2BE57,174.30467462712477,156.7357986940019
310eff52-8f01-4a0f-9c75-691c0d40588c,ROSELLE PARK POLICE,LEOs,NJ,C-39-34,ROSELLE PARK-39-34,42400.0,0.0,42400.0,LEOs,0,#062160,14.510654363677489,119.24233006468151
86f13065-7742-44e9-b4ed-d0954a4a9c61,WEST PIKELAND TOWNSHIP POLICE,LEOs,PA,C-29-42,,3000.0,0.0,3000.0,LEOs,0,#062160,12.406561268075109,86.28310550533186
176c105e-bf0c-4bf7-a38a-10ebef206615,BUCHANAN FAMILY FOUNDATION,Private-ish,MT,C-13-30,GREAT FALLS-13-30,0.0,142.0,142.0,Private-ish,0,#668DE5,16.367864174988853,92.97530836062226
9f812c9f-0494-4682-9c32-7bf271f1879b,FIRST NATIONAL BANK CHARITABLE FOUNDATION,Private-ish,AL,C-53-1,BREWTON-53-1,0.0,3000.0,3000.0,Private-ish,0,#668DE5,115.19636325193572,26.7264843117062
ab0fb258-31b7-4c8a-b3e2-6e1de11b2e49,LLE POLICE DEPT,LEOs,OH,C-13-39,BARNESVILLE-13-39,4870.0,0.0,4870.0,LEOs,0,#062160,32.077284987154556,119.69737651055394
96ad47ef-b75c-46e7-9df8-22bf3116a72c,BOONE COUNTY CRIME STOPPERS INC,Police Nonprofits,IL,C-7-17,BELVIDERE-7-17,0.0,37384.0,37384.0,Boosters,0,#901400,186.5540494189172,110.88734557265565
7e6f4db6-241b-4a0c-9fc7-012bbad4df6f,BALTIMORE POLICE WERSTEN DISTRICT,LEOs,MD,C-510-24,BALTIMORE-510-24,592635.0,0.0,592635.0,LEOs,0,#062160,49.38398688402915,47.316014724530696
b652014a-f7db-42e3-b4c6-5b3af6d89ed7,THE BRUNO  LENA DEGOL FAMILY FOUND CO THE DEGOL ORGANIZATION,Private-ish,PA,C-13-42,ALTOONA-13-42,0.0,6399.0,6399.0,Private-ish,0,#668DE5,127.64892502374555,22.2895975966874
987c93e4-fe23-44ee-a6ad-1999fd9a5f2a,HIGH POINT UNIVERSITY,Private-ish,NC,C-81-37,HIGH POINT-0-37,0.0,80000.0,80000.0,Private-ish,0,#668DE5,46.9206540650499,68.8092506047811
87e9abd9-da58-4d59-a13c-d475d53a50a9,COMMUNTIY FOUNDATION OF THE HOLLAND ZEELAND AREA,Private-ish,MI,C-139-26,HOLLAND-139-26,0.0,12000.0,12000.0,Private-ish,0,#668DE5,137.75216843744812,115.4064174252004
514bb371-f69d-4a9d-8a2f-f9f21f45e3e5,BERNARDSVILLE POLICE DEPARTMENT,LEOs,NJ,C-35-34,BERNARDSVILLE-35-34,4500.0,0.0,4500.0,LEOs,0,#062160,152.53664852201422,18.37800898864033
b7b120b8-1737-4820-8529-7e60023817b0,WILKESBORO POLICE DEPARTMENT,LEOs,NC,C-193-37,WILKESBORO-193-37,9000.0,0.0,9000.0,LEOs,0,#062160,169.45336632980354,81.1464155838544
a3903a58-5b06-491e-b23d-cb7103e15ce5,THE LEMOLE FAMILY CHARITABLE TRUST,Private-ish,PA,C-91-42,,0.0,1000.0,1000.0,Private-ish,0,#668DE5,149.070509730747,111.69304993949333
8c66c4c2-93c3-45b2-b76b-f44a11fc0133,COMMUNITY FOUNDATIONS INC,Private-ish,OH,C-49-39,COLUMBUS-49-39,0.0,47000.0,47000.0,Private-ish,0,#668DE5,144.4519840188406,170.77861776854866
d3bcde94-78d7-4f4f-a5dc-656b522106ae,YORKPOQUOSON SHERIFFS DEPT,LEOs,VA,C-199-51,,2500.0,0.0,2500.0,LEOs,0,#062160,75.53344325533558,165.80965527229387
f9fad282-9af1-4a3a-814f-a2b7a025a522,THE HENDERSON FOUNDATION,Private-ish,IL,C-97-17,GURNEE-97-17,0.0,10000.0,10000.0,Private-ish,0,#668DE5,54.484370794548994,49.881357762613014
fadc4c06-1016-4a53-90ef-639876f721c6,BENZIE COUNTY SHERIFF,LEOs,MI,C-19-26,BEULAH-19-26,5250.0,0.0,5250.0,LEOs,0,#062160,137.29763670867578,131.20125779225117
