,name,category,state_abbrv,county_uid,city_uid,in_flow,out_flow,flow,pretty_category,lcc,color,x,y
11eb76e4-356c-41fa-b12c-948183fea422,RICHLAND COUNTY FOUNDATION OF MANSFIELD,Private-ish,OH,C-139-39,MANSFIELD-139-39,0.0,9992.0,9992.0,Private-ish,1,#668DE5,105.6161062908551,147.403208048115
eebfc8a3-ddcf-418a-8b49-c60ac679e839,CLEVELAND PAL,Police Nonprofits,OH,C-35-39,CLEVELAND-35-39,157194.0,0.0,157194.0,Havens,1,#F2BE57,101.11397310982692,146.8925179551176
1bd5dd92-7bfa-490f-be1d-93265d4a15cb,AKRON COMMUNITY FOUNDATION,Private-ish,OH,C-153-39,AKRON-153-39,0.0,10250.0,10250.0,Private-ish,1,#668DE5,104.65897916078401,159.45775667336744
01b74c44-266b-46df-bc4c-de00793467f7,THE CATHERINE L  EDWARD A LOZICK FOUNDATION,Private-ish,OH,C-35-39,PEPPER PIKE-35-39,0.0,70200.0,70200.0,Private-ish,1,#668DE5,85.0905916118383,121.43524064713785
2f90227c-f428-492d-b153-c0e488adc52d,SAM S STEIN AND ROSE STEIN FOUNDATION,Private-ish,OH,C-43-39,SANDUSKY-43-39,0.0,825.0,825.0,Private-ish,1,#668DE5,187.80420930194913,52.80472553066864
0a83aebe-4b1e-4114-9f2c-bc8cab06dc95,SAMUEL H  MARIA MILLER FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,40000.0,40000.0,Private-ish,1,#668DE5,95.35912286490411,155.15135349987065
eeee841b-6dd5-4397-ba6a-479e3415832a,R T FOUNDATION,Private-ish,OH,C-35-39,MAYFIELD HEIGHTS-35-39,0.0,42200.0,42200.0,Private-ish,1,#668DE5,81.9350927156124,145.28957015724654
52f0e30b-6286-4a96-9f5a-8452555a0266,THE R C MUSSON AND KATHARINE M MUSSON CHARITABLE FOUNDATION,Private-ish,OH,C-153-39,AKRON-153-39,0.0,2000.0,2000.0,Private-ish,1,#668DE5,99.41961315159422,137.02152383237666
476f0592-1ea0-4447-9b1a-d695cbdc54bd,WILLIAM J  DOROTHY K ONEILL FOUNDATION INC,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,24000.0,24000.0,Private-ish,1,#668DE5,105.32510843538948,190.17736247287246
a385f983-98ac-4c01-b035-e6795ddc710f,GREATER CLEVELAND PEACE OFFICERS MEMORIAL SOCIETY,Police Nonprofits,OH,C-35-39,CLEVELAND-35-39,12225.0,0.0,12225.0,Havens,1,#F2BE57,96.00492605164375,155.08630345352566
ea387aa2-5907-4c68-9a26-498387241194,LEADERSHIP ERIE COUNTY,Private-ish,OH,C-43-39,SANDUSKY-43-39,0.0,28883.0,28883.0,Private-ish,1,#668DE5,176.49627691491688,71.54973171045569
8d3c56ed-decc-46ef-b76f-e2c8236e120c,RICHARD  ARLINE LANDERS FOUNDATION,Private-ish,OH,C-139-39,MANSFIELD-139-39,0.0,884.0,884.0,Private-ish,1,#668DE5,169.84589533903016,61.12989305690111
d969d485-5cba-42d9-853e-f6c9d1adfdd7,A MALACHI MIXON III  BARBARA W MIXON FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,0.0,0.0,Private-ish,1,#668DE5,105.9111298607427,190.40227788338146
a0376ab2-fb9e-478a-a56a-2677299f6b78,THE MICHAEL W AND PATRICIA E ZETWICK CHARITABLE FOUNDATION,Private-ish,FL,C-99-12,RIVIERA BEACH-99-12,0.0,100.0,100.0,Private-ish,1,#668DE5,68.43854668819422,85.8176534329717
aa7c45fb-c773-4254-9352-de32e9a48b67,THE LERNER FOUNDATION,Private-ish,OH,C-35-39,HIGHLAND HEIGHTS-35-39,0.0,500.0,500.0,Private-ish,1,#668DE5,107.0620867637391,189.81221228214653
c4feb90d-480d-4fbd-af50-681af4861c0d,AMERICAN ENDOWMENT FOUNDATION,Other Foundations,OH,C-153-39,HUDSON-153-39,0.0,856597.0,856597.0,Other Foundations,1,#D4D4D4,101.05130683616372,106.65888407981842
4f558b04-aafa-44e2-8aee-05f305d044e8,FRED A LENNON CHARITABLE TRUST,Private-ish,OH,C-35-39,PEPPER PIKE-35-39,0.0,1000.0,1000.0,Private-ish,1,#668DE5,101.69553033143427,157.2459832744465
969c0bbf-31fd-4b04-a824-2a94f2be7253,WILLIAM M WEISS FOUNDATION,Private-ish,OH,C-55-39,RUSSELL-55-39,0.0,0.0,0.0,Private-ish,1,#668DE5,103.09733007153483,157.06668103130485
5873359f-5255-49b7-ae67-2cecf4ef2b46,THE ERIE COUNTY COMMUNITY FOUNDATION,Private-ish,OH,C-43-39,SANDUSKY-43-39,0.0,16736.0,16736.0,Private-ish,1,#668DE5,176.69763434140611,72.3158392172578
ab8197af-b869-49f5-9f7d-d04fd3fd7fd1,GEORGE H DEUBLE FOUNDATION 201106720,Private-ish,OH,C-151-39,NORTH CANTON-151-39,0.0,395.0,395.0,Private-ish,1,#668DE5,53.44535163834322,49.89187617137775
881001cc-94ee-4f32-9362-e0ee8fef9fd2,THE MICHELLE WIGHTMANKARRIE WIEBER CHARITABLE FOUNDATION,Private-ish,OH,C-43-39,SANDUSKY-43-39,0.0,5000.0,5000.0,Private-ish,1,#668DE5,177.7776348498625,65.05057957778303
56237336-046e-42e1-a23d-8b4def53bcd4,THE MEAD FOUNDATION PFDN 200449240,Private-ish,OH,C-95-39,TOLEDO-95-39,0.0,6000.0,6000.0,Private-ish,1,#668DE5,80.13172280130361,134.58728680550854
32976b93-9515-4dc1-af26-1c1b53723485,WOODS KING JR FAMILY FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,23498.0,23498.0,Private-ish,1,#668DE5,99.331123757093,165.38279992371508
1d4d388b-b8b8-48a4-8d1c-63babe2adbc8,MAHONING VALLEY HOSPITAL FOUNDATION,Private-ish,OH,C-99-39,CANFIELD-99-39,0.0,1500.0,1500.0,Private-ish,1,#668DE5,33.333930153952565,125.35751163114004
71af35a2-0d88-4356-a3d5-5ee62f39eabc,PEYBACK FOUNDATION INC,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,10000.0,10000.0,Private-ish,1,#668DE5,112.50563620661539,142.74848960454534
1c78acf1-4576-4ade-9cbb-35c3aefe7572,THE RONALD AND MARILYN LEACH CHARITABLE FOUNDATION,Private-ish,OH,C-35-39,MIDDLEBURG HEIGHTS-35-39,0.0,12300.0,12300.0,Private-ish,1,#668DE5,67.38316068449966,86.70380905042941
756aecde-8af7-4f68-8e2f-1c7fc634bfeb,THE CBC FOUNDATION,Private-ish,OH,C-85-39,WAITE HILL-85-39,0.0,400.0,400.0,Private-ish,1,#668DE5,96.06415090116836,155.6431617112746
72b773ec-b31f-4108-aba2-1b6de9f85d3a,WILLIAM COURTNEY FAMILY FOUNDATION,Private-ish,MI,C-163-26,DETROIT-163-26,0.0,500.0,500.0,Private-ish,1,#668DE5,129.84542599465968,115.43807929552332
fb1cbc8b-9fe3-4ec2-b2e3-0dffaac95866,MILTON JAMES FOUNDATION INC,Private-ish,OH,C-153-39,AKRON-153-39,0.0,3000.0,3000.0,Private-ish,1,#668DE5,104.66482945144617,190.40059112662567
fdbe7e43-9778-4be8-8ef8-f4e30ddba712,FAIRPORT HARBOR POLICE DEPARTMENT,LEOs,OH,C-85-39,FAIRPORT HARBOR-85-39,12000.0,0.0,12000.0,LEOs,1,#062160,102.66001812842632,122.64827992979829
6fc69264-022c-45b6-97d9-7d667aa038a0,MANSFIELD POLICE DEPARTMENT,LEOs,OH,C-139-39,MANSFIELD-139-39,108816.0,0.0,108816.0,LEOs,1,#062160,103.51046121884605,137.35327188641708
ec8cd43c-6b86-4fa1-9f5b-de9ca6d603ab,MONTVILLE TOWNSHIP POLICE DEPARTMENT,LEOs,OH,C-103-39,MEDINA-103-39,750.0,0.0,750.0,LEOs,1,#062160,102.48218691443994,164.33785955464725
eab7eb84-7e16-4a17-ace2-dea3a6c20987,YOUNGSTOWN POLICE DEPARTMENT,LEOs,OH,C-99-39,YOUNGSTOWN-99-39,12983.0,0.0,12983.0,LEOs,1,#062160,62.24830946394898,59.787889793842965
1ec19796-e55c-4a27-865f-e6305e67e04b,EDGERTON POLICE DEPARTMENT TACTICAL UNIT,LEOs,OH,C-171-39,EDGERTON-171-39,6181.0,0.0,6181.0,LEOs,1,#062160,96.67896779873905,42.7016837369171
e4acf59f-d247-41b9-b76e-216d7950e77d,FOSTORIA POLICE DEPARTMENT,LEOs,OH,C-173-39,FOSTORIA-173-39,13506.0,0.0,13506.0,LEOs,1,#062160,99.0910135871936,41.04994296313648
bdea993b-848d-495c-8fce-11b3ebca95df,SANDUSKY CITY POLICE DEPARTMENT,LEOs,OH,C-43-39,SANDUSKY-43-39,59119.0,0.0,59119.0,LEOs,1,#062160,168.3379201243241,73.84992707497608
fc1b509a-e916-43cd-b769-efe3db0c886f,VAN WERT COUNTY SHERIFFS OFFICE,LEOs,OH,C-161-39,VAN WERT-161-39,16500.0,0.0,16500.0,LEOs,1,#062160,133.02859991206313,103.55152043437796
0428deb9-aab3-4a35-bb40-fe9118d1485b,CHARLES E AND MABEL M RITCHIE MEMORIAL,Private-ish,OH,C-153-39,AKRON-153-39,0.0,3000.0,3000.0,Private-ish,1,#668DE5,97.27973380786368,136.3012090509191
037cf48f-8581-405b-bd01-512bf8a94c88,SISLER MCFAWN FOUNDATION PFDN 200920860,Private-ish,OH,C-35-39,BROOKLYN-35-39,0.0,7500.0,7500.0,Private-ish,1,#668DE5,98.50548236596063,135.87114266615848
5f243ed1-7382-4410-aa0c-dc3c125f15f4,EMMA R FOX CHAR TRUST,Private-ish,PA,C-3-42,PITTSBURGH-3-42,0.0,2500.0,2500.0,Private-ish,1,#668DE5,70.87486225231628,83.80167658180376
6f9dc075-64ba-4cd4-bb83-07047e0cb896,HUNTERJELKS FUND,Private-ish,AL,C-73-1,MOUNTAIN BROOK-73-1,0.0,11000.0,11000.0,Private-ish,1,#668DE5,106.33738059558715,153.22603601552146
ac23e3c8-da4a-4954-b887-19b6c44cb29f,THE SK WELLMAN FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,1000.0,1000.0,Private-ish,1,#668DE5,102.53407206543791,156.94893670390863
78306542-ccc4-43ae-ae4a-8836834bbcd8,WRIGHT FOUNDATION,Private-ish,OH,C-35-39,PEPPER PIKE-35-39,0.0,1950.0,1950.0,Private-ish,1,#668DE5,106.44069176579846,190.04821131688638
d5ace6a2-7f34-41a7-b12e-1247767ca05a,HARRIS FOUNDATION,Private-ish,FL,C-9-12,MELBOURNE-9-12,0.0,83000.0,83000.0,Private-ish,1,#668DE5,78.81731628671683,104.99023721513196
5f268bda-c1c3-4bd4-8cc9-178782ec6b7c,THE GRIMES FOUNDATION,Private-ish,OH,C-21-39,URBANA-21-39,0.0,21274.0,21274.0,Private-ish,1,#668DE5,97.86447181538166,28.817959497705615
afb339a5-3d80-413f-a7aa-e169282fc33d,THE JOSEPH  FLORENCE MANDEL FAMILY FOUNDATION,Private-ish,OH,C-35-39,CLEVELAND-35-39,0.0,47967.0,47967.0,Private-ish,1,#668DE5,94.33308109694906,155.13246617712633
c4a57cef-9d99-43b2-8a6e-ac1c83a79fd0,JOSEPH  RUTH E STERN FOUNDATION,Private-ish,CA,C-37-6,CALABASAS-37-6,0.0,1000.0,1000.0,Private-ish,1,#668DE5,106.3717153091768,140.8944435783946
4041bf92-094f-410d-8adb-04fa7e361656,CLEVELAND MOUNTED POLICE CHARITABLE TRUST,Police Nonprofits,OH,C-35-39,CLEVELAND-35-39,41950.0,0.0,41950.0,Havens,1,#F2BE57,103.9308877377156,183.10830637923243
3a4e9910-002d-4e6b-a48a-88ef7fbe8907,LEHNER FAMILY FOUNDATION,Private-ish,OH,C-153-39,AKRON-153-39,0.0,5000.0,5000.0,Private-ish,1,#668DE5,98.76548687036285,136.53832352157812
9904d282-bf0f-4eb1-9de5-d404e2cdc5c5,MICHAELLOIS RUSSELL FAMILY FOUNDAT,Private-ish,AL,C-3-1,,0.0,10000.0,10000.0,Private-ish,1,#668DE5,13.010128169038722,85.68391865153048
3f228a68-50c4-4fa0-9eab-d72968b25f54,BROWN CHLS  HLN MEMORIAL F TA 1020535040,Private-ish,OH,C-35-39,BROOKLYN-35-39,0.0,1000.0,1000.0,Private-ish,1,#668DE5,94.84224629519436,154.94785881193016
134f0ac4-05f6-4c6b-b3b1-293a972f77bf,LILLY ENDOWMENT INC,Private-ish,IN,C-0-18,INDIANAPOLIS-0-18,0.0,60.0,60.0,Private-ish,1,#668DE5,74.46066736640987,104.52672483801015
b1b41950-239a-4739-aa8a-a0237161096f,BALL BROTHERS FOUNDATION,Private-ish,IN,C-35-18,MUNCIE-35-18,0.0,27500.0,27500.0,Private-ish,1,#668DE5,32.86752353159042,137.41680929283268
279b8e25-533e-4aea-807b-e7708914cd58,COMMUNITY HOSPITAL OF ANDERSON MADISON COUNTY INC,Private-ish,IN,C-95-18,ANDERSON-95-18,0.0,7500.0,7500.0,Private-ish,1,#668DE5,78.67148056094041,16.564114576489388
e85d51b8-9da5-40f1-9923-78e86b30cba7,INDIANA SHERIFFS ASSOCIATION,Police Nonprofits,IN,C-0-18,INDIANAPOLIS-0-18,2829.0,0.0,2829.0,Havens,1,#F2BE57,98.17815812537775,98.71802188049982
b06d20eb-b7af-42a6-adb9-32d8d0f242e5,BUSSINGKOCH FOUNDATION INC,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,4000.0,4000.0,Private-ish,1,#668DE5,82.70251856490572,58.00989364454541
19458610-b6e7-454f-9367-cff25b1c3511,INDIANA COALITION AGAINST SEXUAL ASSAULT INC,Private-ish,IN,C-0-18,INDIANAPOLIS-0-18,0.0,11579.0,11579.0,Private-ish,1,#668DE5,122.04311253976255,19.649497387295412
cff9a5ad-f025-4b8b-a8a4-2b90ce31fbe2,COMMUNITY FOUNDATION OF BOONE COUNTY INC,Private-ish,IN,C-11-18,LEBANON-11-18,0.0,20581.0,20581.0,Private-ish,1,#668DE5,61.50848149821677,37.287078110168615
4e862da9-9e23-40e9-a785-79d61363d8a0,COMMUNITY FOUNDATION ALLIANCE INC,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,96769.0,96769.0,Private-ish,1,#668DE5,12.275832382784245,143.90596820789986
19948c24-dc61-4e70-99fc-c744fbddf6cc,DECATUR COUNTY COMMUNITY FOUNDATION INC,Private-ish,IN,C-31-18,GREENSBURG-31-18,0.0,20545.0,20545.0,Private-ish,1,#668DE5,160.2062648999183,14.764427823542391
d5c99b83-a33b-4db7-b6a8-5f0c428fd9a7,DELAWARE CTY COORDINATING COUNCIL TO PREVENT ALCOHOL  DRUG ABUSE,Private-ish,IN,C-35-18,MUNCIE-35-18,0.0,24991.0,24991.0,Private-ish,1,#668DE5,48.831308615761124,130.82912201862342
d484f13b-55e9-4098-977c-0d079971568d,IGO FAMILY FOUNDATION INC,Private-ish,FL,C-9-12,MELBOURNE-9-12,0.0,16000.0,16000.0,Private-ish,1,#668DE5,67.845459457175,126.38551913883995
cb5f69bd-f462-4aa3-80b2-8bc45d131fb8,CARE INSTITUTE GROUP INC,Private-ish,IN,C-0-18,INDIANAPOLIS-0-18,0.0,1000.0,1000.0,Private-ish,1,#668DE5,116.83113456722376,83.07557132763809
e1139f47-81d1-47e3-b999-4bd9db5d4c55,PACERS BASKETBALL CORP FOUNDATION INC,Private-ish,IN,C-0-18,INDIANAPOLIS-0-18,0.0,100000.0,100000.0,Private-ish,1,#668DE5,118.17295644256089,84.063065114524
303f22c6-8c02-4295-9470-79138a552cb6,RAMTELL INC,Private-ish,IN,C-123-18,TELL CITY-123-18,0.0,100.0,100.0,Private-ish,1,#668DE5,100.81238485716884,93.61467238966911
a0319932-8472-43ce-a33d-7439848d3a5d,VECTREN FOUNDATION INC,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,26520.0,26520.0,Private-ish,1,#668DE5,76.67174869564093,54.62041144350196
ce510a9a-2510-4621-9d59-3444d7123614,BROWN COUNTY COMMUNITY FOUNDATION INC,Private-ish,IN,C-13-18,NASHVILLE-13-18,0.0,25376.0,25376.0,Private-ish,1,#668DE5,1.4246122666845196,119.38819264829789
5012c314-3e12-4e1c-9218-3715051b93ef,DO MCCOMB  SONS FAMILY FDTN INC,Private-ish,IN,C-3-18,FT WAYNE-3-18,0.0,250.0,250.0,Private-ish,1,#668DE5,100.70572593613288,94.3176715792097
f9f573af-aaae-4c2b-a5d0-059ce5b3c17d,GAITHER CHARITABLE FOUNDATION INC,Private-ish,IN,C-95-18,ALEXANDRIA-95-18,0.0,1100.0,1100.0,Private-ish,1,#668DE5,43.268259967673906,28.609542744728685
bd1ba9a8-ba6b-4474-b9af-8f2fea6d235b,EDGAR AND ROBERTA MULZER FOUNDATION,Private-ish,FL,C-21-12,NAPLES-21-12,0.0,23097.0,23097.0,Private-ish,1,#668DE5,26.52785987984568,131.07019873531334
fb30835e-1152-4fe5-9e0b-597f1fff9a48,WELBORN BAPTIST FOUNDATION INC,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,1136.0,1136.0,Private-ish,1,#668DE5,83.39884308785572,57.976791859385436
c0eba41d-4a08-4e20-91cc-5a3b2b25d6c4,DYER FAMILY FOUNDATION INC,Private-ish,IN,C-3-18,FT WAYNE-3-18,0.0,50.0,50.0,Private-ish,1,#668DE5,48.94357100881553,108.76325634376974
e9e82a73-51a2-48c5-b384-0eacf5482012,THE BLAKE FAMILY CHARITABLE FOUNDATION,Private-ish,FL,C-21-12,MARCO ISLAND-21-12,0.0,350.0,350.0,Private-ish,1,#668DE5,64.26350035945043,95.37367674612652
4b2924ec-4f8f-4c7a-80ba-2edb54d6767d,RANDALL K  REBECCA L CRAIG FAMILY FOUNDATION CO RANDALL CRAIG,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,100.0,100.0,Private-ish,1,#668DE5,83.97301856550325,56.57489893742487
d62247cf-59d6-4a1e-ade6-83c4e3f388c7,KPF FOUNDATION CO KOHN PEDERSEN FOX ASSOCIATES PC,Private-ish,NY,C-47-36,NEW YORK-0-36,0.0,3000.0,3000.0,Private-ish,1,#668DE5,73.34489999216673,162.20002377782913
f5d89396-e472-4dda-a1c7-6dd19bd89f36,MEDINA COMMUNITY POLICE ACTIVITY LEAGUE,Police Nonprofits,OH,C-103-39,MEDINA-103-39,139880.0,6380.0,146260.0,Havens,1,#F2BE57,102.07507347901189,142.0117577828181
3edb7f52-d1e4-483e-b268-ac70b1b4db9f,CITIZENS POLICE ACAD ALUM ASSN MINOOKA,Police Nonprofits,IL,C-63-17,MINOOKA-0-17,9000.0,0.0,9000.0,Havens,1,#F2BE57,123.03598991300724,154.0421825217721
34b4f4db-ff6c-4a5b-88cb-9287aba2c827,NASSAU COUNTY POLICE DEPARTMENT FOUNDATION INC,Police Nonprofits,NY,C-59-36,GARDEN CITY-59-36,225809.0,2194170.0,2419979.0,Boosters,1,#901400,96.4255651878589,140.75520017585802
6e67a915-5dc3-4141-85ae-b6aa91b960e3,THE HERMAN FOUNDATION,Private-ish,CA,C-37-6,LOS ANGELES-37-6,0.0,25000.0,25000.0,Private-ish,1,#668DE5,104.89272634648327,119.75349736770727
436edf03-e000-4d7a-92db-6a77f643b10a,LAPD NEWTON AREA POLICE ACTIVITIES,Police Nonprofits,CA,C-37-6,LOS ANGELES-37-6,14150.0,0.0,14150.0,Havens,1,#F2BE57,111.52477383196538,80.13653479765586
6793462b-a929-460c-9b8b-105603c33c2d,THE ROTHSCHILD FAMILY FOUNDATION INC,Private-ish,FL,C-99-12,PALM BEACH-99-12,0.0,6000.0,6000.0,Private-ish,1,#668DE5,83.7063212321072,147.3023182295148
c6b2fb5b-dbad-49e9-abe3-a3b5996562d7,ARIZONA LAW ENFORCEMENT CANINE ASSOCIATION INC,Police Nonprofits,AZ,C-13-4,SCOTTSDALE-13-4,115000.0,0.0,115000.0,Havens,1,#F2BE57,83.37508904777306,66.22883902436902
520120a7-d40d-4b1c-8887-53613eeeb51a,ALLEN COUNTY SHERIFFGOVERNMENT,LEOs,IN,C-3-18,FT WAYNE-3-18,0.0,0.0,0.0,LEOs,1,#062160,104.03078344983105,112.83291504486365
02070614-cdcd-4516-a51a-b4d86fce1959,DELAWARE CO SHERIFFS OFFICE,LEOs,,,,20000.0,0.0,20000.0,LEOs,1,#062160,193.1645207380136,95.0793708832593
4a50643e-bccb-45cd-996a-ebe7ad12373d,VANDERBURGH COUNTY SHERIFFS OFFICE,LEOs,IN,C-163-18,EVANSVILLE-163-18,10369.0,0.0,10369.0,LEOs,1,#062160,10.300544450334186,146.74847981047384
3c6bfec5-99ae-47c9-8168-08fe3a9c10bb,WARRICK COUNTY SHERIFFS DEPARTMENT,LEOs,IN,C-173-18,BOONVILLE-173-18,19854.0,0.0,19854.0,LEOs,1,#062160,11.496311137943906,148.73681779191028
74248082-42db-4671-b7e8-ac5b34b20534,ANDERSON POLICE DEPARTMENT,LEOs,IN,C-95-18,ANDERSON-95-18,11289.0,0.0,11289.0,LEOs,1,#062160,83.06278382704487,23.654296482323204
94f99c24-6486-4994-a8c5-11e542ab8dbf,EVANSVILLE POLICE DEPARTMENT,LEOs,IN,C-163-18,EVANSVILLE-163-18,148016.0,0.0,148016.0,LEOs,1,#062160,84.0846464745013,57.67163579765775
0cffa093-6c27-41c2-ad9d-9c4cf69ec824,CITY OF FORT WAYNE IN  POLICE DEPARTMENT,LEOs,IN,C-3-18,FT WAYNE-3-18,127199.0,0.0,127199.0,LEOs,1,#062160,121.9134420336344,27.75400121827367
a16eb884-71eb-4cf4-8e12-48bc251f1d26,GREENWOOD POLICE DEPARTMENT,LEOs,IN,C-81-18,GREENWOOD-81-18,0.0,0.0,0.0,LEOs,1,#062160,127.9329139582038,43.64077522252266
a6f4cf10-999f-49d7-9d16-1e37b21f5ff3,KOUTS POLICE DEPARTMENT,LEOs,IN,C-127-18,KOUTS-127-18,8204.0,0.0,8204.0,LEOs,1,#062160,119.67476499373285,35.41849659370355
0e053464-936f-498d-bdd3-1dba415a77cf,MOORESVILLE POLICE DEPARTMENT,LEOs,IN,C-109-18,MOORESVILLE-109-18,10000.0,0.0,10000.0,LEOs,1,#062160,22.523738558237113,66.7865276017339
5b9a9f6e-4a13-47a3-9989-cb8eac504b0a,TELL CITY POLICE DEPARTMENT,LEOs,IN,C-123-18,TELL CITY-123-18,23000.0,0.0,23000.0,LEOs,1,#062160,17.931757980402494,137.25252571419867
8406c406-d3dc-4a9f-80fb-5d4fb8142bb6,TERRE HAUTE POLICE DEPARTMENT,LEOs,IN,C-167-18,TERRE HAUTE-167-18,25500.0,0.0,25500.0,LEOs,1,#062160,79.96159959080124,64.91279222720723
2321b247-f1f1-4461-9d5f-bb8872fc32a2,WASHINGTON POLICE DEPARTMENT,LEOs,IN,C-27-18,WASHINGTON-27-18,33115.0,0.0,33115.0,LEOs,1,#062160,9.058596232272876,143.52042567211137
d59317f0-2045-47bb-98c5-3df7bb659211,JAMESTOWN POLICE DEPARTMENT,LEOs,IN,C-11-18,JAMESTOWN-0-18,21581.0,0.0,21581.0,LEOs,1,#062160,67.93555076095173,44.27961094683371
dbd8d20d-62fc-468d-9c59-7e077549079d,ELNORA POLICE DEPARTMENT,LEOs,IN,C-27-18,ELNORA-27-18,24000.0,0.0,24000.0,LEOs,1,#062160,9.220281022114719,145.20764383750222
eb227ad9-c716-4c95-84b3-678d2263c231,ODON POLICE DEPARTMENT,LEOs,IN,C-27-18,ODON-27-18,11285.0,0.0,11285.0,LEOs,1,#062160,11.728119453357223,147.47901960256203
4d4030c4-e4fa-4dca-a847-7ef12ba00062,KOCH FOUNDATION INC,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,1000.0,1000.0,Private-ish,1,#668DE5,83.27545549490898,56.9166521796026
5d903fbd-5655-40a9-ac52-7daeb184fe25,INDIANA CHEMICAL TRUST TR UAFDT,Private-ish,IN,C-163-18,EVANSVILLE-163-18,0.0,9000.0,9000.0,Private-ish,1,#668DE5,74.73204076038569,56.61025988840745
5b14c0ae-3b45-4bd3-b76b-c788dce3500f,ALLEN COUNTY POLICE RESERVE INC,Police Nonprofits,IN,C-3-18,FT WAYNE-3-18,6083.0,0.0,6083.0,Boosters,1,#901400,99.41579445932452,110.01965506912575
a4281bad-210e-4c91-9bb2-c50c454e3d87,MOGLIA FAMILY FOUNDATION,Private-ish,NE,C-55-31,OMAHA-55-31,0.0,7500.0,7500.0,Private-ish,1,#668DE5,106.16167609827941,99.30246584793672
da4527d9-9e26-49b0-af16-66be786e8b8a,THE CONSTANCE AND RICHARD GOLBER FOUNDATION,Private-ish,FL,C-99-12,PALM BEACH GARDENS-99-12,0.0,125.0,125.0,Private-ish,1,#668DE5,82.96325022714855,89.7532258542811
7805ca4f-3ef7-4c37-ad75-bbc6763f8e69,UNDERWRITERS LABORATORIES INC,Private-ish,IL,C-31-17,NORTHBROOK-31-17,0.0,25000.0,25000.0,Private-ish,1,#668DE5,154.79946012360054,137.85979079319193
9abc6c96-1bdc-47a7-987f-09b82035e6c2,ILLINOIS SHERIFFS ASSOCIATION,Police Nonprofits,IL,C-167-17,SPRINGFIELD-167-17,128452.0,0.0,128452.0,Havens,1,#F2BE57,121.33308902799976,82.2286714369236
92d343d8-19b9-45fe-ba39-25915a70b9f0,THE CHICAGO COMMUNITY TRUST,Private-ish,IL,C-31-17,CHICAGO-31-17,0.0,542628.0,542628.0,Private-ish,1,#668DE5,102.87760205007883,98.71107532647586
cbddfe9a-e2ea-4835-8498-61ba9ef8bc24,JEWISH FEDERATION OF METROPOLITAN CHICAGO,Private-ish,IL,C-31-17,CHICAGO-31-17,0.0,10200.0,10200.0,Private-ish,1,#668DE5,102.68972990861148,87.86887588272471
90f1cee6-c21c-49c8-9007-391314b8f246,NATIONAL SAFETY COUNCIL,Private-ish,IL,C-43-17,ITASCA-43-17,0.0,249461.0,249461.0,Private-ish,1,#668DE5,151.24748365687492,93.65724068903471
fedaafe9-26fd-4b36-80b5-18516a83461e,PALOS HILLS POLICE DEPARTMENT,LEOs,IL,C-31-17,PALOS HILLS-31-17,8495.0,0.0,8495.0,LEOs,1,#062160,160.5822434204601,93.63184792636383
7c53e888-c83e-4036-a297-8c4d6a39c4d3,RETIREMENT RESEARCH FOUNDATION,Private-ish,IL,C-31-17,CHICAGO-31-17,0.0,600.0,600.0,Private-ish,1,#668DE5,100.85366277107218,85.91166563692889
5137087b-1bab-4557-a2a0-f61f2e367113,CLARKHALLDAY MEMORIAL FOUNDATION MR FRANK HIGGINS,Private-ish,IL,C-43-17,OAK BROOK-0-17,0.0,10000.0,10000.0,Private-ish,1,#668DE5,121.88187427893983,116.99919770231084
c0e6ddef-6206-4000-a36f-9139588b615d,NATIONAL COUNCIL OF JUVENILE  FAMILY COURT JUDGES,Police Nonprofits,NV,C-31-32,RENO-31-32,0.0,124077.0,124077.0,Private-ish,1,#668DE5,92.74442167375808,88.78937060304003
8da2125f-3a1b-4792-874c-e2bcc7c2cd39,BOLINGBROOK POLICE EXPLORERS POST 38DBA BOLINGBROOK POLICE EXPLORERS,LEOs,IL,C-197-17,BOLINGBROOK-0-17,5040.0,0.0,5040.0,LEOs,1,#062160,76.3396397499481,94.66088348510064
7d3fe7b5-780a-492b-94b4-3fd077c032f0,NORTHEASTERN ILLINOIS AREA AGENCY ON AGING,Private-ish,IL,C-91-17,KANKAKEE-91-17,0.0,15642.0,15642.0,Private-ish,1,#668DE5,174.53634588681044,96.28108647811447
